Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Purchased Date,Year-Month
North Carolina,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Electric,2016,8300,2023-03-26,2023-03
Florida,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Diesel,2024,7600,2017-07-06,2017-07
Florida,Creta,Hyundai,Hatchback,Black,Manual,5,5,Petrol,2018,6600,2023-03-21,2023-03
North Carolina,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Electric,2020,9400,2018-12-13,2018-12
Colorado,Yodha,Tata,Truck,Blue,Manual,3,2,Hybrid,2017,8700,2015-05-10,2015-05
Tennessee,Kags,Renault,SUV,Red,Manual,7,5,Electric,2016,9800,2019-11-09,2019-11
Colorado,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Petrol,2024,6000,2022-10-24,2022-10
Arizona,Hilux,Toyota,Truck,Gray,Automatic,4,2,Electric,2015,9400,2016-11-17,2016-11
Wisconsin,Dzire,Maruti,Sedan,Black,Automatic,5,5,Hybrid,2015,8400,2023-12-29,2023-12
California,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2016,6800,2018-08-27,2018-08
California,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Petrol,2017,6700,2023-12-04,2023-12
Ohio,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Petrol,2017,8200,2021-07-26,2021-07
Tennessee,Kags,Renault,SUV,Red,Manual,7,5,Hybrid,2023,8600,2021-05-11,2021-05
Tennessee,i20,Hyundai,Hatchback,White,Manual,4,5,Electric,2015,8400,2018-03-04,2018-03
Illinois,Yodha,Tata,Truck,Blue,Manual,3,2,Diesel,2021,7400,2019-11-06,2019-11
Tennessee,Plato,Prazo,Convertible,Gray,Manual,2,2,Petrol,2015,9400,2017-02-11,2017-02
Oregon,Fortuner,Toyota,SUV,Red,Manual,8,5,Diesel,2021,7900,2016-05-17,2016-05
Utah,Kags,Renault,SUV,Gray,Manual,7,5,Hybrid,2015,9400,2024-07-17,2024-07
Tennessee,Thar,Mahindra,SUV,White,Automatic,5,3,Electric,2017,9700,2017-10-20,2017-10
California,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Diesel,2023,7700,2020-06-19,2020-06
Utah,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Petrol,2023,6100,2022-04-28,2022-04
Florida,Scorpio,Mahindra,SUV,White,Manual,5,5,Petrol,2019,8000,2024-08-15,2024-08
Ohio,Seltos,Kia,Hatchback,Black,Automatic,5,5,Electric,2016,8300,2022-08-16,2022-08
Pennsylvania,Etriga,Maruti,Hatchback,White,Automatic,4,5,Hybrid,2020,7400,2018-07-14,2018-07
Arizona,Scorpio,Mahindra,SUV,Red,Manual,5,5,Petrol,2015,8400,2015-04-22,2015-04
Utah,Dzire,Maruti,Sedan,Red,Manual,5,5,Petrol,2022,6700,2015-10-14,2015-10
California,Kags,Renault,SUV,White,Manual,7,5,Petrol,2018,8100,2018-11-26,2018-11
Wisconsin,Scorpio,Mahindra,SUV,White,Manual,5,5,Petrol,2015,8400,2022-12-16,2022-12
Oregon,Hilux,Toyota,Truck,Blue,Manual,4,2,Hybrid,2024,8000,2015-11-25,2015-11
Oklahoma,Yodha,Tata,Truck,Red,Manual,3,2,Petrol,2021,7300,2015-02-06,2015-02
Oregon,Etriga,Maruti,Hatchback,Red,Manual,4,5,Hybrid,2022,7200,2016-12-09,2016-12
Wisconsin,Fortuner,Toyota,SUV,Black,Manual,8,5,Petrol,2016,8300,2015-10-13,2015-10
Wisconsin,Plato,Prazo,Convertible,Gray,Automatic,2,2,Electric,2022,10200,2017-08-20,2017-08
Florida,Kags,Renault,SUV,Black,Manual,7,5,Electric,2016,9800,2016-01-15,2016-01
Illinois,Hilux,Toyota,Truck,White,Automatic,4,2,Hybrid,2018,8600,2023-01-19,2023-01
Colorado,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2020,6400,2015-05-25,2015-05
North Carolina,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Hybrid,2016,7800,2024-09-16,2024-09
Ohio,Hilux,Toyota,Truck,Red,Automatic,4,2,Petrol,2015,7900,2018-05-19,2018-05
Pennsylvania,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Petrol,2021,6300,2020-03-15,2020-03
Wisconsin,Thar,Mahindra,SUV,Blue,Automatic,5,3,Hybrid,2019,9000,2022-03-28,2022-03
Arizona,Dzire,Maruti,Sedan,White,Automatic,5,5,Electric,2018,8600,2022-02-05,2022-02
Pennsylvania,Yodha,Tata,Truck,Blue,Automatic,3,2,Diesel,2018,7700,2023-08-19,2023-08
Utah,Dzire,Maruti,Sedan,Gray,Manual,5,5,Petrol,2022,6700,2021-07-16,2021-07
Pennsylvania,Seltos,Kia,Hatchback,Black,Manual,5,5,Petrol,2024,6000,2016-09-15,2016-09
Colorado,Thar,Mahindra,SUV,Gray,Automatic,5,3,Hybrid,2024,8500,2022-04-18,2022-04
California,Plato,Prazo,Convertible,Gray,Manual,2,2,Electric,2020,10400,2020-11-23,2020-11
Arizona,Dzire,Maruti,Sedan,Red,Manual,5,5,Hybrid,2022,7700,2022-06-26,2022-06
Pennsylvania,Creta,Hyundai,Hatchback,Red,Manual,5,5,Hybrid,2022,7200,2020-05-04,2020-05
Arizona,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Petrol,2015,6900,2021-02-11,2021-02
Tennessee,Seltos,Kia,Hatchback,White,Automatic,5,5,Electric,2017,8200,2017-09-25,2017-09
New York,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Diesel,2022,7800,2020-06-10,2020-06
North Carolina,Plato,Prazo,Convertible,Red,Manual,2,2,Diesel,2023,8700,2017-07-12,2017-07
North Carolina,Swift,Maruti,Sedan,White,Manual,5,4,Hybrid,2018,8100,2019-03-28,2019-03
North Carolina,Dzire,Maruti,Sedan,Black,Manual,5,5,Diesel,2019,7100,2018-12-18,2018-12
Utah,Thar,Mahindra,SUV,Black,Manual,5,3,Electric,2021,9300,2015-09-23,2015-09
Pennsylvania,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Hybrid,2017,7700,2023-09-30,2023-09
California,Thar,Mahindra,SUV,Blue,Manual,5,3,Hybrid,2024,8500,2023-10-11,2023-10
California,Fortuner,Toyota,SUV,Black,Automatic,8,5,Electric,2018,9600,2015-12-17,2015-12
Illinois,Fortuner,Toyota,SUV,Black,Automatic,8,5,Petrol,2016,8300,2021-05-29,2021-05
California,Plato,Prazo,Convertible,Blue,Automatic,2,2,Hybrid,2022,9700,2023-01-16,2023-01
Arizona,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Electric,2024,9000,2024-03-02,2024-03
North Carolina,Dzire,Maruti,Sedan,Blue,Manual,5,5,Petrol,2023,6600,2021-12-18,2021-12
Oregon,Hilux,Toyota,Truck,Red,Manual,4,2,Diesel,2023,7200,2023-08-31,2023-08
Utah,Yodha,Tata,Truck,Blue,Manual,3,2,Electric,2016,9300,2016-09-06,2016-09
Michigan,Swift,Maruti,Sedan,Blue,Automatic,5,4,Petrol,2018,7100,2017-07-22,2017-07
Oregon,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Hybrid,2015,9400,2019-09-11,2019-09
Arizona,Dzire,Maruti,Sedan,Red,Manual,5,5,Petrol,2023,6600,2016-10-29,2016-10
Oklahoma,Etriga,Maruti,Hatchback,Black,Manual,4,5,Electric,2017,8200,2016-02-17,2016-02
Colorado,Plato,Prazo,Convertible,Blue,Automatic,2,2,Diesel,2021,8900,2024-01-09,2024-01
North Carolina,i20,Hyundai,Hatchback,White,Manual,4,5,Diesel,2018,6700,2019-09-16,2019-09
Oregon,Thar,Mahindra,SUV,White,Manual,5,3,Hybrid,2020,8900,2024-11-26,2024-11
Arizona,Plato,Prazo,Convertible,Black,Manual,2,2,Petrol,2018,9100,2017-11-01,2017-11
Illinois,Swift,Maruti,Sedan,Blue,Manual,5,4,Electric,2021,8300,2020-09-21,2020-09
Wisconsin,Kags,Renault,SUV,Gray,Manual,7,5,Petrol,2020,7900,2020-01-04,2020-01
North Carolina,Scorpio,Mahindra,SUV,White,Automatic,5,5,Hybrid,2015,9400,2018-07-01,2018-07
Michigan,Seltos,Kia,Hatchback,Blue,Manual,5,5,Electric,2024,7500,2021-01-25,2021-01
Oklahoma,i20,Hyundai,Hatchback,White,Manual,4,5,Electric,2017,8200,2023-10-25,2023-10
Michigan,Thar,Mahindra,SUV,White,Automatic,5,3,Diesel,2022,7800,2023-08-30,2023-08
Tennessee,Hilux,Toyota,Truck,White,Manual,4,2,Hybrid,2015,8900,2019-03-16,2019-03
California,Scorpio,Mahindra,SUV,White,Automatic,5,5,Diesel,2019,8100,2022-11-12,2022-11
Florida,Thar,Mahindra,SUV,Gray,Manual,5,3,Diesel,2018,8200,2022-10-07,2022-10
Colorado,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Electric,2020,9400,2015-09-17,2015-09
Utah,i20,Hyundai,Hatchback,Gray,Manual,4,5,Diesel,2021,6400,2022-02-01,2022-02
Colorado,Yodha,Tata,Truck,Blue,Manual,3,2,Electric,2019,9000,2024-06-06,2024-06
North Carolina,Yodha,Tata,Truck,Red,Automatic,3,2,Hybrid,2023,8100,2019-07-09,2019-07
Tennessee,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Petrol,2015,6900,2016-12-20,2016-12
Florida,Swift,Maruti,Sedan,Blue,Automatic,5,4,Diesel,2020,7000,2022-06-15,2022-06
North Carolina,Seltos,Kia,Hatchback,Blue,Manual,5,5,Hybrid,2018,7600,2022-04-08,2022-04
Oregon,Thar,Mahindra,SUV,Blue,Automatic,5,3,Diesel,2015,8500,2016-05-20,2016-05
Illinois,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Hybrid,2017,8200,2015-04-25,2015-04
California,Fortuner,Toyota,SUV,Gray,Manual,8,5,Electric,2023,9100,2021-06-29,2021-06
Colorado,Plato,Prazo,Convertible,Gray,Manual,2,2,Petrol,2015,9400,2023-07-18,2023-07
Utah,Etriga,Maruti,Hatchback,White,Automatic,4,5,Petrol,2022,6200,2023-10-10,2023-10
Texas,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Hybrid,2019,7500,2020-04-04,2020-04
North Carolina,Plato,Prazo,Convertible,White,Manual,2,2,Petrol,2015,9400,2021-03-18,2021-03
Colorado,Dzire,Maruti,Sedan,Red,Manual,5,5,Electric,2021,8300,2021-12-21,2021-12
Ohio,Hilux,Toyota,Truck,Black,Manual,4,2,Hybrid,2020,8400,2017-11-29,2017-11
Florida,Yodha,Tata,Truck,Red,Manual,3,2,Hybrid,2024,8000,2022-11-21,2022-11
Texas,Dzire,Maruti,Sedan,Black,Manual,5,5,Diesel,2023,6700,2021-01-10,2021-01
California,Seltos,Kia,Hatchback,Black,Manual,5,5,Hybrid,2024,7000,2019-02-03,2019-02
Michigan,Dzire,Maruti,Sedan,Gray,Manual,5,5,Hybrid,2023,7600,2023-12-03,2023-12
North Carolina,Kags,Renault,SUV,Black,Automatic,7,5,Petrol,2017,8200,2023-01-24,2023-01
California,Creta,Hyundai,Hatchback,Black,Manual,5,5,Diesel,2024,6100,2016-03-03,2016-03
Wisconsin,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Petrol,2023,6100,2017-01-29,2017-01
Michigan,Kags,Renault,SUV,White,Automatic,7,5,Petrol,2020,7900,2016-02-17,2016-02
Texas,Dzire,Maruti,Sedan,White,Automatic,5,5,Hybrid,2021,7800,2024-07-26,2024-07
Oklahoma,Swift,Maruti,Sedan,Red,Manual,5,4,Hybrid,2018,8100,2020-08-16,2020-08
Tennessee,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Hybrid,2022,7200,2015-11-08,2015-11
Colorado,Thar,Mahindra,SUV,Red,Manual,5,3,Electric,2023,9100,2020-06-08,2020-06
Illinois,Kags,Renault,SUV,Gray,Manual,7,5,Petrol,2022,7700,2022-05-31,2022-05
Michigan,Dzire,Maruti,Sedan,Black,Automatic,5,5,Petrol,2020,6900,2018-11-25,2018-11
Arizona,Fortuner,Toyota,SUV,Red,Automatic,8,5,Electric,2020,9400,2024-01-22,2024-01
Florida,Kags,Renault,SUV,Red,Manual,7,5,Hybrid,2015,9400,2021-06-16,2021-06
Wisconsin,Kags,Renault,SUV,Black,Automatic,7,5,Electric,2020,9400,2016-12-05,2016-12
North Carolina,Hilux,Toyota,Truck,Black,Automatic,4,2,Hybrid,2016,8800,2019-12-12,2019-12
California,Yodha,Tata,Truck,Black,Manual,3,2,Hybrid,2020,8400,2017-04-02,2017-04
New York,Thar,Mahindra,SUV,Blue,Manual,5,3,Electric,2020,9400,2021-01-08,2021-01
North Carolina,Kags,Renault,SUV,Blue,Automatic,7,5,Petrol,2023,7600,2016-03-10,2016-03
Florida,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Petrol,2020,7900,2018-09-26,2018-09
Wisconsin,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Hybrid,2020,8900,2018-01-19,2018-01
Michigan,Kags,Renault,SUV,Blue,Manual,7,5,Diesel,2022,7800,2022-08-28,2022-08
Texas,Hilux,Toyota,Truck,Blue,Manual,4,2,Hybrid,2018,8600,2023-08-08,2023-08
Oklahoma,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Diesel,2021,6400,2024-07-25,2024-07
Tennessee,Hilux,Toyota,Truck,Red,Automatic,4,2,Electric,2020,8900,2017-11-06,2017-11
Tennessee,Yodha,Tata,Truck,Blue,Automatic,3,2,Hybrid,2022,8200,2015-07-09,2015-07
Illinois,Plato,Prazo,Convertible,Black,Manual,2,2,Diesel,2016,9400,2019-10-22,2019-10
Ohio,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Diesel,2021,6400,2016-06-05,2016-06
Oklahoma,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Petrol,2017,6700,2023-04-07,2023-04
North Carolina,Thar,Mahindra,SUV,White,Automatic,5,3,Petrol,2015,8400,2023-06-23,2023-06
Oregon,Kags,Renault,SUV,Red,Automatic,7,5,Petrol,2016,8300,2019-08-07,2019-08
Tennessee,Dzire,Maruti,Sedan,Red,Manual,5,5,Hybrid,2017,8200,2016-05-21,2016-05
New York,Thar,Mahindra,SUV,White,Automatic,5,3,Petrol,2020,7900,2022-09-09,2022-09
Tennessee,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Petrol,2023,6100,2021-12-14,2021-12
Texas,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Diesel,2023,6200,2018-05-04,2018-05
Tennessee,Yodha,Tata,Truck,Black,Manual,3,2,Diesel,2015,8000,2021-08-01,2021-08
Oregon,Yodha,Tata,Truck,Red,Manual,3,2,Hybrid,2015,8900,2015-06-10,2015-06
North Carolina,Seltos,Kia,Hatchback,Blue,Manual,5,5,Diesel,2021,6400,2022-09-18,2022-09
Oklahoma,Seltos,Kia,Hatchback,Black,Manual,5,5,Diesel,2016,6900,2020-05-14,2020-05
Wisconsin,Hilux,Toyota,Truck,Blue,Automatic,4,2,Hybrid,2023,8100,2023-09-19,2023-09
Florida,Dzire,Maruti,Sedan,Red,Manual,5,5,Electric,2020,8400,2020-11-22,2020-11
Florida,Hilux,Toyota,Truck,Gray,Manual,4,2,Diesel,2017,7800,2023-07-29,2023-07
California,Fortuner,Toyota,SUV,Red,Automatic,8,5,Electric,2022,9200,2016-10-23,2016-10
Oregon,Thar,Mahindra,SUV,Black,Manual,5,3,Electric,2022,9200,2018-05-30,2018-05
Tennessee,Plato,Prazo,Convertible,Blue,Automatic,2,2,Electric,2019,10500,2017-05-25,2017-05
California,i20,Hyundai,Hatchback,Red,Automatic,4,5,Electric,2018,8100,2020-08-10,2020-08
Michigan,Scorpio,Mahindra,SUV,White,Manual,5,5,Hybrid,2024,8500,2016-06-18,2016-06
Tennessee,Kags,Renault,SUV,Red,Automatic,7,5,Diesel,2018,8200,2015-03-03,2015-03
Oregon,Creta,Hyundai,Hatchback,Red,Manual,5,5,Petrol,2022,6200,2015-08-30,2015-08
Oklahoma,Scorpio,Mahindra,SUV,White,Manual,5,5,Hybrid,2015,9400,2024-12-19,2024-12
North Carolina,Hilux,Toyota,Truck,Blue,Manual,4,2,Petrol,2022,7200,2018-08-01,2018-08
Michigan,Kags,Renault,SUV,Black,Automatic,7,5,Petrol,2016,8300,2018-11-06,2018-11
Illinois,Creta,Hyundai,Hatchback,White,Automatic,5,5,Hybrid,2021,7300,2023-11-12,2023-11
Utah,Yodha,Tata,Truck,Blue,Manual,3,2,Hybrid,2024,8000,2020-11-23,2020-11
California,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Hybrid,2020,8900,2016-07-13,2016-07
New York,Seltos,Kia,Hatchback,White,Automatic,5,5,Hybrid,2019,7500,2024-08-29,2024-08
Ohio,Hilux,Toyota,Truck,Gray,Manual,4,2,Petrol,2023,7100,2021-08-02,2021-08
Utah,Yodha,Tata,Truck,Black,Automatic,3,2,Diesel,2017,7800,2019-10-01,2019-10
Oregon,Seltos,Kia,Hatchback,Black,Manual,5,5,Hybrid,2016,7800,2017-12-02,2017-12
Tennessee,i20,Hyundai,Hatchback,Black,Manual,4,5,Petrol,2015,6900,2020-01-26,2020-01
Utah,Seltos,Kia,Hatchback,Black,Automatic,5,5,Electric,2017,8200,2018-08-15,2018-08
California,Yodha,Tata,Truck,Red,Automatic,3,2,Petrol,2016,7800,2022-12-11,2022-12
Ohio,Dzire,Maruti,Sedan,Red,Automatic,5,5,Diesel,2023,6700,2020-11-16,2020-11
Oregon,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Diesel,2019,8100,2018-07-12,2018-07
Florida,Swift,Maruti,Sedan,Red,Manual,5,4,Hybrid,2022,7700,2016-09-29,2016-09
Tennessee,Thar,Mahindra,SUV,White,Manual,5,3,Diesel,2019,8100,2015-12-24,2015-12
California,Seltos,Kia,Hatchback,Black,Automatic,5,5,Electric,2024,7500,2023-04-22,2023-04
Wisconsin,Creta,Hyundai,Hatchback,Gray,Automatic,5,5,Hybrid,2017,7700,2016-05-26,2016-05
Colorado,Hilux,Toyota,Truck,Red,Manual,4,2,Hybrid,2022,8200,2024-06-15,2024-06
California,Kags,Renault,SUV,Red,Manual,7,5,Electric,2023,9100,2019-06-10,2019-06
Texas,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2020,7900,2016-08-08,2016-08
Colorado,Kags,Renault,SUV,Black,Automatic,7,5,Hybrid,2023,8600,2020-06-19,2020-06
Arizona,Fortuner,Toyota,SUV,Black,Automatic,8,5,Electric,2016,9800,2015-04-16,2015-04
Colorado,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Hybrid,2023,7100,2022-11-24,2022-11
New York,Plato,Prazo,Convertible,Red,Manual,2,2,Hybrid,2024,9500,2024-08-03,2024-08
Oregon,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Hybrid,2015,9400,2016-03-05,2016-03
New York,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Hybrid,2020,7400,2024-11-03,2024-11
California,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Petrol,2021,6800,2020-06-13,2020-06
Oregon,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Hybrid,2020,7900,2021-06-21,2021-06
Illinois,Yodha,Tata,Truck,Blue,Manual,3,2,Hybrid,2021,8300,2018-02-04,2018-02
Texas,Swift,Maruti,Sedan,Black,Manual,5,4,Petrol,2018,7100,2024-12-04,2024-12
Oklahoma,Kags,Renault,SUV,White,Automatic,7,5,Hybrid,2018,9100,2018-12-24,2018-12
Wisconsin,Plato,Prazo,Convertible,Blue,Automatic,2,2,Petrol,2016,9300,2015-02-22,2015-02
California,Thar,Mahindra,SUV,Gray,Manual,5,3,Diesel,2023,7700,2021-01-27,2021-01
North Carolina,Fortuner,Toyota,SUV,Red,Manual,8,5,Electric,2023,9100,2015-03-16,2015-03
Oregon,Kags,Renault,SUV,Gray,Manual,7,5,Hybrid,2015,9400,2019-02-06,2019-02
Tennessee,Fortuner,Toyota,SUV,Blue,Manual,8,5,Diesel,2018,8200,2021-05-28,2021-05
Wisconsin,Thar,Mahindra,SUV,Red,Automatic,5,3,Diesel,2022,7800,2023-08-31,2023-08
Pennsylvania,Kags,Renault,SUV,Red,Manual,7,5,Petrol,2018,8100,2023-01-21,2023-01
Arizona,Kags,Renault,SUV,Red,Manual,7,5,Hybrid,2023,8600,2021-12-03,2021-12
Oregon,Scorpio,Mahindra,SUV,White,Automatic,5,5,Electric,2019,9500,2015-10-12,2015-10
Colorado,Hilux,Toyota,Truck,Black,Manual,4,2,Diesel,2023,7200,2021-12-08,2021-12
Wisconsin,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Petrol,2022,7700,2018-07-25,2018-07
Illinois,Plato,Prazo,Convertible,Black,Automatic,2,2,Electric,2019,10500,2015-03-19,2015-03
Michigan,Yodha,Tata,Truck,Blue,Manual,3,2,Diesel,2024,7100,2021-10-24,2021-10
Pennsylvania,Thar,Mahindra,SUV,Red,Automatic,5,3,Electric,2020,9400,2015-10-27,2015-10
Michigan,Yodha,Tata,Truck,Black,Manual,3,2,Petrol,2016,7800,2022-06-15,2022-06
Colorado,Thar,Mahindra,SUV,Black,Manual,5,3,Diesel,2021,7900,2024-04-17,2024-04
California,i20,Hyundai,Hatchback,Black,Manual,4,5,Electric,2015,8400,2020-02-10,2020-02
North Carolina,Dzire,Maruti,Sedan,White,Automatic,5,5,Petrol,2018,7100,2022-03-21,2022-03
North Carolina,Creta,Hyundai,Hatchback,Black,Manual,5,5,Hybrid,2023,7100,2015-09-15,2015-09
Ohio,Seltos,Kia,Hatchback,Black,Manual,5,5,Diesel,2018,6700,2018-06-04,2018-06
Florida,Plato,Prazo,Convertible,Gray,Manual,2,2,Electric,2016,10800,2023-03-11,2023-03
California,Seltos,Kia,Hatchback,Red,Automatic,5,5,Hybrid,2016,7800,2024-05-15,2024-05
Oregon,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Hybrid,2016,7800,2019-11-14,2019-11
Texas,Dzire,Maruti,Sedan,Black,Automatic,5,5,Petrol,2023,6600,2018-07-27,2018-07
Colorado,Etriga,Maruti,Hatchback,White,Manual,4,5,Petrol,2017,6700,2016-06-27,2016-06
Oregon,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Diesel,2021,6400,2024-06-21,2024-06
Florida,Dzire,Maruti,Sedan,Red,Manual,5,5,Diesel,2024,6600,2019-06-06,2019-06
Texas,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2024,6000,2022-02-08,2022-02
Oregon,Fortuner,Toyota,SUV,Red,Automatic,8,5,Diesel,2023,7700,2019-02-24,2019-02
Utah,Hilux,Toyota,Truck,Gray,Automatic,4,2,Hybrid,2019,8500,2015-08-16,2015-08
Illinois,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Electric,2024,7500,2018-10-12,2018-10
Utah,Creta,Hyundai,Hatchback,Black,Manual,5,5,Electric,2018,8100,2021-05-03,2021-05
Colorado,Seltos,Kia,Hatchback,White,Automatic,5,5,Hybrid,2015,7900,2021-11-15,2021-11
California,Fortuner,Toyota,SUV,Black,Automatic,8,5,Diesel,2015,8500,2017-08-18,2017-08
California,Dzire,Maruti,Sedan,White,Manual,5,5,Hybrid,2023,7600,2015-09-12,2015-09
New York,i20,Hyundai,Hatchback,Red,Automatic,4,5,Hybrid,2018,7600,2022-01-04,2022-01
Colorado,Thar,Mahindra,SUV,Blue,Manual,5,3,Diesel,2015,8500,2018-02-14,2018-02
New York,Dzire,Maruti,Sedan,Black,Manual,5,5,Petrol,2016,7300,2021-05-29,2021-05
Illinois,Creta,Hyundai,Hatchback,White,Automatic,5,5,Diesel,2016,6900,2021-02-25,2021-02
Tennessee,Dzire,Maruti,Sedan,Black,Manual,5,5,Petrol,2022,6700,2023-05-14,2023-05
North Carolina,Thar,Mahindra,SUV,Black,Automatic,5,3,Hybrid,2017,9200,2018-05-21,2018-05
Wisconsin,i20,Hyundai,Hatchback,Gray,Manual,4,5,Petrol,2015,6900,2022-12-20,2022-12
Illinois,Kags,Renault,SUV,White,Automatic,7,5,Electric,2015,9900,2024-08-08,2024-08
Utah,Dzire,Maruti,Sedan,Black,Automatic,5,5,Diesel,2024,6600,2016-10-21,2016-10
Texas,Plato,Prazo,Convertible,Blue,Manual,2,2,Petrol,2020,8900,2022-04-26,2022-04
California,Yodha,Tata,Truck,Blue,Automatic,3,2,Hybrid,2017,8700,2020-11-07,2020-11
North Carolina,Thar,Mahindra,SUV,Red,Automatic,5,3,Diesel,2015,8500,2016-02-10,2016-02
North Carolina,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Petrol,2023,6100,2021-04-28,2021-04
California,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Electric,2018,9600,2016-11-09,2016-11
Michigan,Hilux,Toyota,Truck,Blue,Automatic,4,2,Petrol,2017,7700,2019-07-16,2019-07
Arizona,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Hybrid,2021,7800,2021-01-09,2021-01
Illinois,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Petrol,2016,6800,2015-05-16,2015-05
California,Yodha,Tata,Truck,Gray,Manual,3,2,Petrol,2022,7200,2024-11-22,2024-11
Oregon,Yodha,Tata,Truck,Black,Automatic,3,2,Electric,2022,8700,2020-01-13,2020-01
New York,Yodha,Tata,Truck,White,Automatic,3,2,Petrol,2019,7500,2015-02-04,2015-02
Utah,Fortuner,Toyota,SUV,White,Manual,8,5,Hybrid,2015,9400,2022-06-10,2022-06
California,Thar,Mahindra,SUV,Blue,Manual,5,3,Petrol,2019,8000,2015-03-20,2015-03
Arizona,Swift,Maruti,Sedan,Gray,Automatic,5,4,Petrol,2022,6700,2019-03-15,2019-03
Tennessee,Etriga,Maruti,Hatchback,Black,Manual,4,5,Electric,2019,8000,2023-12-13,2023-12
Oklahoma,Kags,Renault,SUV,Black,Automatic,7,5,Petrol,2017,8200,2019-12-03,2019-12
Tennessee,Dzire,Maruti,Sedan,Gray,Automatic,5,5,Hybrid,2016,8300,2017-01-03,2017-01
Illinois,Swift,Maruti,Sedan,Blue,Manual,5,4,Electric,2016,8800,2021-10-22,2021-10
North Carolina,Plato,Prazo,Convertible,Black,Manual,2,2,Petrol,2018,9100,2020-01-13,2020-01
Florida,Thar,Mahindra,SUV,Blue,Automatic,5,3,Electric,2017,9700,2017-07-08,2017-07
California,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Electric,2019,8000,2021-07-24,2021-07
California,i20,Hyundai,Hatchback,Red,Automatic,4,5,Hybrid,2023,7100,2015-07-11,2015-07
Tennessee,Plato,Prazo,Convertible,Gray,Automatic,2,2,Petrol,2020,8900,2019-12-21,2019-12
Illinois,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Petrol,2016,8300,2015-06-05,2015-06
Oregon,Plato,Prazo,Convertible,Red,Manual,2,2,Petrol,2015,9400,2020-02-29,2020-02
Tennessee,Seltos,Kia,Hatchback,Black,Manual,5,5,Petrol,2015,6900,2024-02-14,2024-02
California,Kags,Renault,SUV,Gray,Automatic,7,5,Diesel,2016,8400,2019-06-22,2019-06
Wisconsin,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Electric,2019,9500,2019-09-12,2019-09
Texas,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Electric,2020,9400,2018-05-21,2018-05
Florida,i20,Hyundai,Hatchback,Black,Manual,4,5,Hybrid,2017,7700,2024-01-11,2024-01
Wisconsin,i20,Hyundai,Hatchback,Red,Manual,4,5,Hybrid,2015,7900,2021-03-13,2021-03
New York,Swift,Maruti,Sedan,Black,Automatic,5,4,Hybrid,2018,8100,2019-04-29,2019-04
